乘隙,顺便
五马分尸,千刀万剐
盗匪,盗贼
剑拔弩张,箭拔弩张
瑶林玉树,瑶林琼树
覆车之戒,前车之鉴
发动,启动
酒席,酒菜
民心,人心
连绵,连缀
功名利禄,功名富贵
周而复始,物极必反
精壮,精悍
凋零,残落
见财起意,见钱眼开
娇气,娇贵
苍翠,碧绿
三五成群,攒三聚五
无价之宝,稀世之宝
有夫之妇,罗敷有夫
恶衣菲食,恶衣蔬食
瘠土,荒地
放纵,纵欲
换骨夺胎,脱胎换骨
鱼溃鸟散,鱼溃鸟离
女长当嫁,女长须嫁
秋风团扇,秋风纨扇
诙谐,俳谐
绵绵不绝,绵绵不断
挨肩搭背,勾肩搭背
谜团,疑团
振起,鼓起
姿势,架势
杼柚其空,杼柚空虚
考证,验证
潸潸,涔涔
少见,有数
减师半德,赐墙及肩
宿债,旧债
雪里送炭,雪中送炭
指日可待,计日程功
私塾,学堂
拙见,管见
左宜右宜,左宜右有
时异事殊,时异势殊
清风明月,清风朗月
甚而,甚至
彬彬济济,济济彬彬
噤若寒蝉,仗马寒蝉
筵席,酒菜
敲骨吸髓,横征暴敛
别名,又名
牙床,牙根
不识一丁,不识之无
投胎,转世
花好月圆,鹊笑鸠舞
暮景桑榆,桑榆末景
铺开,放开
掘起,蓬勃
火耕水种,火耕流种
剪辑,裁剪
结论,论断
晚辈,晚进
攀亲,结亲
壮胆,助威
必需,必需
宁可,宁肯
凄风寒雨,凄风冷雨
布防,设防
苍老,年迈
书册,合集
渗出,分泌
一触即发,触机便发
搁置,放置
鳞萃比栉,鳞次栉比
剥茧抽丝,顺藤摸瓜
昔日,当年
撺掇,怂恿
卫兵,卫士
抢救,营救
切合,契合
执拗,执着
放逐,充军
齐趋并驾,齐驱并骤
建功,立功
礼坏乐崩,礼崩乐坏
为虎添翼,为虎傅翼
口语,白话
欢然,怡然
世世代代,祖祖辈辈
扎实,结壮
占山为王,啸聚山林
精力,心力
源清流洁,源清流清
哀思,哀愁
一无长物,身无长物
锦营花阵,锦阵花营
目击,目睹
嫡亲,近亲
传达,转达
粉白墨黑,粉白黛黑
多样,百般
街坊,邻居
三纸无驴,废话连篇
永久,万世
草拟,起草
名堂,技俩
上路,起程
把持,主持
西崽,佣人
绳梯,软梯
水底纳瓜,水里纳瓜
仔肩,义务
一席之地,一隅之地
心如刀锯,心如刀割
媲美,比美
一己之见,一相情愿
自诩,自夸
佩戴,携带
游履,游历
四大皆空,七情六欲
寸有所长,铅刀一割
宴安鸩毒,燕安鸩毒
三等九般,三等九格
互相,彼此
苍狗白衣,白云苍狗
君王,帝王
追根溯源,追根求源
街灯,路灯
鬼魂,阴魂
略微,略略
朝梁暮晋,朝梁暮周
名垂千古,名垂万古
依靠,仰赖
阑珊,衰退
崇尚,珍藏
富商,巨贾
院子,院落
巨流,洪流
嚎天喊地,嚎天动地
燕颔虬须,燕颔虎须
久经世故,饱经沧桑
吃素,茹素
忌日,忌辰
风味,韵味
迟延,稽延
同气连枝,和衷共济
挥沐吐餐,吐哺握发
何啻,何止
也好,也罢
户限为穿,门庭若市
定约,联盟
今后,以后
世代相传,代代相传
失而复得,原璧归赵
三三两两,稀稀拉拉
望岫息心,望峰息心
一矢双穿,一箭双雕
烛炬,蜡烛
口血未干,言犹在耳
舆论,言谈
四战之国,四战之国
检核,检点
崛起,突起
逃难,避祸
罹难,蒙难
诗人,骚人
页数,册页
遁名匿迹,遁身远迹
盼愿,盼望
才兼文武,能文能武
劝服,说服
居利思义,见利思义
采取,选用
一针一线,半丝半缕
燕昭市骏,燕昭好马
单方,片面
供不应求,求过于供
积非成是,积重难返
拔地倚天,拔地参天
服饰,衣饰
批郤导窾,釜底抽薪
力求,力图
晴空万里,碧空如洗
贱视,蔑视
泄劲,泄气
车费,车资
借鉴,鉴戒
得其所哉,各得其所
擢发莫数,擢发难数
让位,退位
囚犯,犯人
万全之策,万全之计
继古开今,继往开来
省得,免得
举头,昂首
摩砺以须,磨厉以须
制服,号衣
急竹繁丝,急管繁弦
东床,女婿
剜肉做疮,剜肉生疮
笨蛋,痴人
作弊,舞弊
机密,机要
哀戚,哀愁
倒置,颠倒
尖锐,锐利
厉色,正色
引起,惹起
操性,操行
抛掷,投掷
远瞩,卓见
河鱼腹疾,河鱼之疾
指猪骂狗,指鸡骂狗
披心沥血,披肝沥血
兵变,叛乱
鲸涛鼍浪,鲸波鼍浪
啰唆,噜苏
不偏不倚,秉公无私
无耻之尤,寡廉鲜耻
养痈遗患,纵虎归山
若明若暗,雾里看花
包管,担保
视如陌路,视若路人
名门,朱门
空寂,萧然
令郎,公子
搭伙,结伙
五行八作,三教九流
吃亏,丧失
死人,死尸
督促,敦促
以外,之外
东飘西徙,东飘西荡
如期,准期
刮风,起风
析珪判野,析珪胙土
扯破,撕裂
缠足,裹足
岁首,年初
昆山片玉,桂林一枝
眼见,目睹
猴年马月,遥遥无期
体恤,怜惜
积累,积攒
意前笔后,意在笔先
后继无人,后继乏人
后来,其后
厚古薄今,慕古薄今
专断,私行
匿迹潜形,匿迹隐形
六亲无靠,无依无靠
心寒胆战,心惊胆寒
希罕,稀少
挑三嫌四,挑三检四
会堂,礼堂
千状万态,千状万端
胳背,胳膊
捕捉,捕获
罅隙,缝隙
泰山压卵,螳臂当车
号啕,嚎啕
鬼哭神号,鬼哭狼嚎
游水,游泳
排沙简金,排沙见金
言类悬河,言若悬河
计日以俟,计日而俟
历程,过程
家给民足,家给人足
一毛不拔,善财难舍
种地,种田
翻箱倒柜,翻箱倒箧
一生,终身
贪馋,馋嘴
浴池,混堂
头破血流,皮破血流
平整,平展
琐碎,繁琐
异邦,番邦
美观,雅观
坏心,恶意
滴水穿石,锲而不舍
守正不回,守正不移
发难,起事
昏黄,黄晕
陋俗,陋习
朝令夕改,朝令暮改
印章,钤记
怅恨,痛恨
百不失一,万无一失
成长,滋长
杼柚之空,杼柚空虚
寒颤,寒噤
切断,堵截
招权纳赂,招权纳赇
婉言,婉词
无可置疑,无可置辩
昌亭旅食,寄人篱下
笔头生花,笔底生花
举目无亲,鳏寡孤惸
大漠,沙漠
督工,监工
人生如寄,人生若寄
默认,默许
激浊扬清,激扬清浊
法外施仁,从宽发落
回禄,祝融
吉光片羽,吉光片裘
使用,运用
背义负恩,背恩忘义
玉石俱摧,玉石皆碎
烧毁,废弃
飞檐走壁,飞檐走脊
河伯,河神
同伴,搭档
外号,花名
发怔,发呆
可怜,哀怜
公众,公家
接管,收受
摇羽毛扇,摇鹅毛扇
诳言,大话
境界,意境
暗疾,隐疾
张大其词,过甚其词
贬斥,毁谤
醉翁之意,别有用心
所有,扫数
鸿泥雪爪,鸿爪留泥
阴晦,阴雨
蜂攒蚁聚,蜂屯蚁聚
空谷足音,足音空谷
葱翠,葱茏
揭竿而起,铤而走险
一脉相承,一脉相传
儗非其伦,拟非其伦
佣金,佣钱
地久天长,地老天荒
创设,缔造
高超,高深
推崇,弘扬
耍两面派,两面三刀
借使,倘使
计较,较量
无一不知,无所不知
视死若归,视死若归
允洽,恰当
顺序,顺次
爽性,索性
附耳低言,附耳低语
中文,中语
污流,浊流
薪金,人为
解职,解聘
湛蓝,蔚蓝
拊背扼吭,拊背扼喉
束缊请火,束缊还妇
破费,花消
剽悍,勇悍
批准,照准
刊登,登载
后顾之忧,黄雀在后
作壁上观,高高挂起
势必,必然
有财有势,有钱有势
传教,布道
乘胜追击,乘胜逐北
秋高气爽,秋高气肃
琼枝玉叶,金枝玉叶
无可厚非,无可非议
阴沉,阴霾
枝叶,枝杈
交替,瓜代
面如傅粉,面如冠玉
苍生,黎民
见猎心喜,跃跃欲动
面如傅粉,傅粉何郎
感喟,感伤
如花似锦,如花似玉
大驾,阁下
光滑,圆通
合股,合资
自出一家,自成一家
预感,预见
打草惊蛇,打草蛇惊
时候,时分
诸有此类,诸如此类
善查,善茬
脾性,脾气
进献,贡献
讨帐,追债
兵器,火器
饰物,金饰
忙中有失,忙中有错
照看,照望
韵律,音韵
家无担石,家无儋石
如愿,称愿
蛮烟瘴雨,蛮烟瘴雾
夷戮,诛戮
外型,外延
学习,进修
学派,流派
梗直,正当
日积月聚,日积月累
宁为鸡口,鸡口牛后
忖思,思忖
洋化,欧化
悲愁,悲楚
再醮,改嫁
抵挡,拒抗
仕宦,官吏
拾金不昧,路不拾遗
刊出,注销
优游,闲逸
上前,向前
当前,刻下
无垠,无际
频年,近年
友情,友好
斑纹,花纹
轮替,轮番
代笔,捉刀
见怪,见责
优等,一级
朱紫,贵人
亚肩叠背,压肩叠背
抗命,方命
没皮没脸,没脸没皮
价廉物美,物有所值
汽船,轮船
纷纷,纷纭
收离纠散,收离聚散
坚持,对持
亏负,辜负
渴盼,期盼
兴家,发财
三姑六婆,五亲六眷
省会,省城
照片,像片
片子,电影
要领,法子
行列,队伍
运开时泰,运旺时盛
留传,遗留
海不扬波,海不波溢
魅力,魔力
滚开,滚蛋
标新竖异,标新领异
演化,演变
以柔制刚,柔能克刚
遗臭万载,遗臭无穷
漫天开价,漫天要价
挑唆,调拨
空空如也,胸无点墨
差事,差使
拖人下水,拖人落水
查问,究诘
言听计用,言听计行
前仰后合,东倒西歪
恶言恶语,赤口毒舌
驿寄梅花,驿路梅花
乖巧,可爱
单调,单一
讽喻,讽谕
汗下,忸怩
弘远,远大
跌宕,放诞
心神恍惚,心猿意马
闻风而起,闻风远扬
夫人,细君
疏财仗义,疏财重义
均分,平分
迸发,迸流
五体投地,拜倒辕门
生事,惹事
如堕烟海,如坐云雾
兴替,荣枯
密锣紧鼓,紧锣密鼓
瑟索,瑟缩
垂帘听决,垂帘听政
檀郎谢女,郎才女貌
按甲休兵,按甲寝兵
注视,凝望
怀金垂紫,怀银纡紫
拜见,参见
只消,只须
依流平进,论资排辈
湮塞,梗塞
事理,情理
余存,孑遗
监仓,监狱
淹留,滞留
充公,没收
心狠手毒,心辣手狠
海浪,波浪
天衣无缝,无缝天衣
作秀,造假
划子,小船
有棱有角,棱角分明
回拜,回访
信口开喝,信口开呵
称谢,致谢
奇迹,古迹
乘龙快婿,骐骥才郎
感动,打动
工资,待遇
制品,成品
战线,阵线
知己,良知
按摩,推拿
不破不立,大破大立
一手一足,一手一脚
直率,坦直
丰功懿德,丰功硕德
毛病,弊病
失魂荡魄,失魂丧魄
作对,为难
官职,职官
贼头狗脑,贼头鼠脑
暗笑,窃笑
食少事烦,食少事繁
干枯,焦枯
悬赏,赏格
依翠偎红,倚翠偎红
胆子,胆量
乐律,音律
住院,入院
按劳取酬,按劳分配
失落,失意
鼠窃狗偷,鼠窃狗盗
背恩弃义,背恩负义
欢呼,喝彩
店主,东家
吹气如兰,吹气胜兰
轻忽,玩忽
养家活口,养家糊口
胸有成算,成竹在胸
矜智负能,矜能负才
应急,济急
恬不知愧,恬不知耻
展开,睁开
宽猛相济,宽猛并济
明珠投暗,明珠暗投
拼装,组装
萌发,萌生
战火,烽烟
勤俭,检朴
丧服,孝服
龙争虎斗,龙战虎争
保重,保养
用场,用途
华美,绮丽
叠床架屋,支床叠屋
膨大,膨胀
孳生,生息
原籍,祖籍
龙潭虎窟,龙潭虎穴
丰登,丰收
万家灯火,灯火辉煌
合意,对劲
两肋插刀,赴汤蹈火
通后,通明
腊尾,年终
餐松啖柏,餐葩饮露
生灵涂炭,黎庶涂炭
刻板,机械
时移世变,时移世易
透彻,透顶
不即不离,若即若离
辐射,放射
激辩,舌战
头昏目晕,头昏目眩
不欺暗室,暗室不欺
驱使,使令
虚晃一枪,虚张声势
鞠躬,弯腰
可骇,恐怖
截止,为止
渺茫,苍茫
胜负,输赢
嚼穿龈血,嚼齿穿龈
四百四病,连锁反应
悔改,改过
丰采,神姿
哄人,骗人
天渊之别,天渊之隔
趋从,屈服
励精图治,雄才大略
叨光,打搅
肥壮,痴肥
睡眠,睡觉
当头棒喝,晨钟暮鼓
中流砥柱,架海金梁
高视睨步,器宇轩昂
背后,反面
文不加点,文无加点
好善嫉恶,好善恶恶
暗沟,阴沟
再婚,续弦
尽兴,尽情
脆弱,虚亏
武士,武夫
尺寸千里,尺幅千里
万古,永劫
钓名欺世,沽名钓誉
扪心,抚心
元帅,元戎
鬼计多端,鬼计百端
媚惑,狐媚
炊沙镂冰,铸木镂冰
贪欲无艺,贪贿无艺
头颅,脑袋
才兼文武,乃文乃武
比照,对比
蜂识莺猜,蜂迷蝶猜
飞土逐害,飞土逐肉
回击,回手
作业,功课
决斗,角斗
丧服,凶服
素服,孝服
强词夺理,油腔滑调
空幻,虚幻
受命,衔命
延期,宽限
说古谈今,论今说古
博斗,屠杀
徒劳,白费
奢华,华侈
神施鬼设,鬼斧神工
仗势,挟势
大辂椎轮,开山鼻祖
京兆画眉,张敞画眉
成千成万,成百上千
王冠,金冠
相庄如宾,相待如宾
因时制宜,随时制宜
残骸,废墟
活扣,活结
祈祷,祷告
穷究,追究
断梗飘萍,断梗流萍
时日,时光
署理,代理
险恶,险峻
横行直撞,横冲直闯
矛盾,抵触
惊喜欲狂,惊喜若狂
革凡成圣,革凡登圣
拔锚,起锚
以白为黑,指鹿为马
整体,全局
受贿,纳贿
一斑半点,一班半点
倡条冶叶,闲花野草
无恶不作,无恶不造
鹑居鷇食,鹑居鷇饮
扮演,饰演
不料,不意
平衡,平均
假使,倘若
差别,反差
急人之困,急人之难
租借,租出
目不给视,目不暇接
驰名中外,名闻遐迩
用舍行藏,用行舍藏
别出新裁,独出机杼
内容,实质
布帛菽粟,柴米油盐
溯流从源,溯流徂源
挨肩迭背,亚肩迭背
油头滑脑,油腔滑调
彼唱此和,彼倡此和
杀鸡取蛋,剜肉补疮
土生土长,村生泊长
急起直追,迎头赶上
司空见惯,不乏先例
救火投薪,救焚投薪
反派,邪派
盗匪,伏莽
难以逆料,难以预料
视同路人,非亲非故
异地,异域
嘴乖,嘴甜
一字一句,一字一板
今非昔比,今是昨非
厌烦,腻烦
捆绑,紧缚
一决雌雄,一较高下
封锁,封闭
丹书铁契,丹书铁券
遒劲,苍劲
闭门造车,闭门觅句
专断,独断
鸟瞰,俯瞰
清明,清朗
甜酸苦辣,酸咸苦辣
泉币,货币
高情远意,高情远致
屡试不爽,屡试屡验
荷戈,从戎
别名,笔名
纡青拖紫,腰金拖紫
泥猪瓦狗,泥猪疥狗
其时,那时
禀承,遵奉
终生,终生
东张西觑,东瞧西望
洗濯,洗刷
夸张,夸诞
履险如夷,履险若夷
倾箱倒箧,倾筐倒箧
糟塌,残害
态状,状貌
送命,送死
勇敢,无畏
呼叫,招呼
开水,热水
一哄而散,一哄而起
妖艳,浓艳
簇新,新鲜
深夜,深宵
蜚言,流言
保密,守密
承情,领情
浑金白玉,浑金璞玉
认贼为子,认贼作父
机敏,机智
宴安鸠毒,燕安鸩毒
帷幕,帐蓬
付之东流,付诸东流
白发,白首
尺有所短,尺短寸长
罹病,生病
内务,内政
欧美,西洋
千疮百痍,千疮百孔
狂风,暴风
花晨月夕,花朝月夕
授受不亲,男女有别
脸蛋,面庞
众多,繁密
宅基,屋基
方寸大乱,方寸已乱
别具肺肠,别有肺肠
下落,下跌
决然,已然
举目四望,极目远眺
旁搜博采,旁收博采
问鼎,染指
晨参暮礼,晨昏定省
热火朝天,热气腾腾
脚不沾地,脚不点地
直言无讳,直言无隐
温馨,融洽
侃侃而谈,夸夸而谈
一岁再赦,一岁载赦
兵营,虎帐
贵要,显达
步调,步伐
三跪九叩,打躬作揖
陨泣,饮泣
六合,宇宙
削减,缩减
倦世,厌世
世世代代,子子孙孙
下面,底下
食品,食物
花园,花圃
慵倦,慵困
仪态万千,风情万种
未必,不定
成王败寇,败者为寇
釜中之鱼,釜中游鱼
耳提面命,谆谆教诲
自私,自利
举直措枉,举直错枉
自命,自封
传奇,神话
修缮,缮治
弥天大罪,滔天之罪
城市,都市
发狂,发疯
潢池弄兵,弄兵潢池
炊沙作饭,炊砂作饭
稳操胜券,百无一失
翠绕珠围,珠光宝气
泉源,源头
见智见仁,见仁见智
木材,木料
自助,自主
失察,失策
彭湃,澎湃
傲视,睥睨
穷人,贫民
开战,用武
身首异处,身首异地
拔擢,汲引
当然,自然
正途,正道
数往知来,温故知新
赤色,血色
尘寰,红尘
凶门,凿门
拙匠,粗工
店东,东家
誓言,誓词
因缘,缘分
官司,讼事
国富兵强,国富民强
文旦,柚子
会商,商洽
食不充肠,食不充饥
度过,渡过
别风淮雨,鲁鱼帝虎
白头如新,白头而新
伙食,膳食
通前彻后,通前澈后
草创,始创
歪七扭八,歪歪扭扭
一生,一世
对于,关于
披览,披阅
犯颜极谏,犯颜苦谏
后人,后人
可口,适口
创新,立异
桀敖不驯,桀骜不恭
浮浅,菲薄
回礼,还礼
吼叫,呼啸
存档,归档
拉帮结派,植党营私
招聘,雇用
门客,食客
搭钮,铰链
半新不旧,半新半旧
难民,灾黎
物竞天择,适者生存
心折,心服
天庭,天廷
心如铁石,冷若冰霜
纤芥之疾,癣疥之疾
有眼无瞳,有目无睹
凶悍,桀骛
暴燥,浮躁
人穷志短,马瘦毛长
市场,市集
沧海一粟,太仓稊米
韬光晦迹,韬光隐迹
耳听八方,耳听八方
猜拳,豁拳
慌手慌脚,慌里慌张
幸驾,迁都
艺人,伶人
水沟,水渠
余烬复燃,死灰复燎
肥田,沃畴
积羽沉舟,蚁穴溃堤
洁己从公,洁己奉公
广袤,浩瀚
溘然,忽然
条文,条规
宏亮,清脆
便条,条子
汩汩,潺潺
地图,舆图
孔席墨突,席不暇暖
作怪,作祟
使性傍气,使性谤气
传话,寄语
喜新厌旧,厌旧喜新
人欢马叫,人喊马嘶
让开,闪开
搜索,查找
不矜细行,不护细行
心烦意乱,心劳意攘
惊风骇浪,惊风怒涛
禁受,经受
旁观,观看
低垂,低落
彪炳,喧赫
耽延,耽误
省却,免却
残茶剩饭,残羹冷炙
古雅,高古
独往独来,独来独往
侠肝义胆,宅心仁厚
熟娴,熟闲
紫气东来,佩紫怀黄
师严道尊,师道尊严
洗礼,浸礼
饔飧不给,饔飧不饱
名正言顺,堂堂正正
响应,呼应
百不失一,百不一爽
不详,省略
倾城倾国,绝色佳人
保守,稳健
宣誓,立誓
始祖,鼻祖
顾名思义,循名责实
一了百了,一了百当
贪嘴,馋嘴
感情,豪情
晤面,谋面
不名一钱,身无分文
显祖扬名,显祖扬宗
云雾,霏霏
后起之秀,青出于蓝
并列,比肩
斑点,雀斑
汗流至踵,汗流浃踵
常谈,常谭
劝戒,规劝
住手,罢手
炳烛夜游,秉烛夜游
七步之才,燃萁之敏
采及葑菲,采葑采菲
姿雅,枝丫
鬼哭神号,鬼哭神嚎
更换,更新
彻骨,透骨
揭示,展示
戴德,感恩
指天誓日,指矢天日
打倒,打垮
子丑寅卯,甲乙丙丁
上次,前次
古代,传统
故宫禾黍,黍秀宫庭
夜以接日,夜以继昼
器度,度量
怜恤,宽仁
垂拱而治,高居深拱
年青,年青
养活,赡养
博爱,泛爱
生死,死活
多管闲事,干卿底事
顶门壮户,顶门立户
伐罪吊民,除暴安良
别鹤孤鸾,别鹤离鸾
权要,政客
当中,中间
燕颔虎头,燕颔虎颈
一清如水,清正廉洁
万寿无疆,天保九如
身不遇时,生不遇时
归宿,抵达
数落,责备
政事,政治
消弭,消释
往常,平时
饱满,饱胀
感奋,焕发
丑态百出,洋相百出
迁徙,迁移
绿草如茵,碧草如茵
丢魂失魄,丢魂丢魄
本土,原土
活捉,生擒
穷巷,僻巷
人烟,炊火
激怒,激愤
自贻伊咎,自贻伊戚
外套,外衣
自制,自控
募捐,捐献
严于律己,反求诸己
断井颓垣,断垣残壁
蠡测管窥,蠡酌管窥
伟业,大业
望望,看看
浅浅,淡淡
白帢青衫,白袷蓝衫
言行不符,言行相诡
分辨,辨识
借景生情,托物感怀
节奏,节拍
名堂,花式
以快先睹,先睹为快
羞与为伍,羞与哙伍
不祧之宗,不祧之祖
髀肉复生,髀里肉生
千兵万马,千军万马
立场,态度
耕田,种田
大族,巨室
四分五落,四纷五落
绿林豪客,绿林豪杰
如法炮制,如法泡制
勘探,勘察
落潮,退潮
背暗投明,去暗投明
天空,天际
歉年,荒年
零散,零碎
烂若披锦,烂若舒锦
取辖投井,拔辖投井
篡改,点窜
噬脐何及,噬脐莫及
遮挡,遮拦
奖惩,赏罚
宿将,老将
地坼天崩,地动山摇
径直,直接
娇纵,骄纵
昏厥,昏倒
任人唯贤,知人善察
狂饮,酣饮
换骨夺胎,夺胎换骨
申饬,告戒
姑妈,姑姑
拆开,间断
政出多门,法出多门
告状,起诉
睡眠,休眠
主办,主持
吴市之箫,吴市吹箫
更仆难数,更难仆数
慈乌返哺,慈乌反哺
挨三顶五,捱三顶四
兼并,吞并
分金掰两,鼠腹鸡肠
大慈大悲,大发慈悲
至死不悟,至死不渝
文饰,蒙蔽
鼻孔撩天,鼻孔朝天
潜形匿迹,潜形匿影
蹑足其间,厕身其间
卧虎藏龙,藏龙卧虎
够数,足数
吃醋,妒忌
应对,应答
以蠡测海,持蠡测海
发起,首倡
礼制,礼法
举报,检举
两边,双方
棘手,难办
放僻邪侈,放辟邪侈
探员,侦探
一唱一和,一搭一档
实施,践诺
窒塞,雍塞
劫夺,掳掠
故障,挫折
画地为牢,画地为狱
炼就,练就
悬河注水,悬河泻水
船厂,船坞
如臂使指,轻车熟路
落落难合,落落寡合
如临大敌,如临深渊
一差半错,一差二误
同伙,伴侣
狐鸣篝火,篝火狐鸣
常人,凡人
元始,太初
东寻西觅,东搜西罗
渎职,失职
心田,心坎
准时,定时
含饴弄孙,抱子弄孙
意外,不测
吞炭漆身,漆身吞炭
尾大不掉,尾大难掉
恒久,长期
神仙中人,貌若天仙
强记博闻,洽闻强记
捐款,捐钱
偃革尚文,偃武崇文
信誉,声誉
形销骨立,鸠形鹄面
底本,蓝本
寸步不离,如影随形
跌脚搥胸,跌脚槌胸
唱本,曲稿
以强凌弱,倚强凌弱
合并,统一
外助,外援
搬口弄舌,搬唇递舌
看透,识破
没日没夜,黑天白日
推测,揣摩
出头,出面
多事之秋,多故之秋
往后,此后
望衡对宇,门当户对
东扯西拉,东扯西拉
末端,末尾
露胆披肝,露胆披诚
省俭,节省
莠民,败类
惨白,苍白
知事,知县
驳杂,搀杂
孤介,孤僻
火把,火炬
依循,遵奉
眉目,端倪
锱铢必较,鸡虫得失
势如水火,积不相能
寻思,覃思
红军,赤军
生花妙笔,锦心绣口
骄生惯养,娇生惯养
册封,封爵
哗众取宠,哗世取宠
晕头转向,昏头昏脑
劣行,恶行
耗损,销耗
腥风血雨,血流漂杵
抱头大哭,抱头痛哭
细致,细巧
天河,河汉
鸿爪雪泥,鸿飞雪爪
怒视,瞪眼
豹隐,遁世
灰飞烟灭,烟消火灭
先人,祖宗
青云独步,独步一时
肥胖,丰腴
保证,确保
目不忍睹,目不忍视
产业,工业
香象绝流,香象渡河
大举,大肆
入款,进款
披枷带锁,披枷戴锁
邻近,临近
孤家,寡人
保全,顾全
惊才绝艳,惊采绝艳
结伴,结伙
洞悉,洞察
把脉,诊脉
即使,即便
发配,流配
信用,诺言
骈肩叠迹,骈肩接迹
城堡,堡垒
不为人知,鲜为人知
颁发,发布
碎身粉骨,碎骨粉身
羞恨,羞愤
村歌,牧歌
幸福,华蜜
伤天害理,忍心害理
否认,否定
盗取,窃取
唱和,附和
冗赋,杂税
恍如隔世,隔世之感
龙御上宾,龙驭上宾
坐不重席,食不二味
山岳,山峰
号称,堪称
停息,暂息
东西,对象
顾后瞻前,瞻前顾后
马到功成,马到成功
臆测,臆度
卖命,卖力
劣迹昭著,恶迹昭著
李郭仙舟,李郭同舟
高歌,高唱
情怀,心扉
修业,肄业
变通,明达
一钱不值,分文不值
谢兰燕桂,谢庭兰玉
令人捧腹,令人齿冷
樊笼,牢笼
旗子,旌旗
寻章摘句,寻枝摘叶
愚笨,蒙昧
壶中日月,壶天日月
传神,逼真
安装,装配
代为说项,逢人说项
排演,排练
逆流而上,逆水行舟
应命,报命
半明半暗,忽明忽暗
色彩,色调
亥豕相望,鲁鱼亥豕
分家,分居
于今,至今
盖头换面,耳目一新
鸡犬相闻,遥遥在望
摄影,拍照
污物,秽物
挖洞,造穴
鸠夺鹊巢,鸠僭鹊巢
反经合义,反经合道
落难,流离
政清狱简,政简刑清
命中,射中
文凭,证书
浮滑,轻狂
哀哭,哀泣
轻歌曼舞,清歌曼舞
哀兵必胜,师直为壮
医生,医师
致哀,默哀
动静,动态
百折千回,纵横交错
接事,赴任
失责,失职
分门别类,目别汇分
或者,或许
争吵,斗嘴
守身如玉,守身若玉
不孝之子,孽根祸胎
诤友,朋友
看法,意见
举办,进行
克服,制伏
便函,私函
呆板,板滞
小偷,小贼
消沉,苟安
宏儒硕学,鸿儒硕学
节录,摘录
料到,想到
升天,归天
妖术,邪法
专科,专业
拔树寻根,拔树搜根
零卖,零售
填旋,炮灰
揖盗开门,开门揖盗
把素持斋,持斋把素
低贱,低微
纡青拖紫,纡朱怀金
化为乌有,涣然冰释
可人,可儿
国法,公法
乐于助人,乐善好施
鸦飞雀乱,鸦飞鹊乱
望洋兴叹,望洋而叹
特有,专有
合两为一,合二为一
深恶痛疾,疾恶如仇
一年半载,三年五载
前世,前生
浑厚,浑朴
主办,主理
强本弱末,强本弱枝
玉律金科,清规戒律
公例,通则
慎小事微,慎小谨微
孤寂,冷静
心曲,衷肠
寄宿,投止
昭雪,平反
羊入虎口,羊落虎口
媒人,媒妁
家具,居品
接应,策应
升平,承平
减速,延缓
归咎,归罪
牵肠挂肚,春树暮云
企足而待,计日程功
收据,收条
两头,两端
拔取,采用
笨钝,愚拙
闭门却轨,闭门扫轨
触目皆是,为数众多
木屋,板屋
打骂,吵架
椎心泣血,椎心呕血
言不尽意,意味深长
精金良玉,精金美玉
登第,登科
得未尝有,得未曾有
男人,须眉
婀娜多姿,流风回雪
聪慧,奢睿
书画,字画
只轮不反,只骑不反
潜心,笃志
骑虎难下,欲罢不能
穿戴,穿着
满园春色,繁花似锦
百鸟争鸣,百花齐放
绰号,绰号
心理,心境
惊天动地,感天动地
从风而服,从风而靡
综上所述,总而言之
风雨不透,水泄不通
险些,几乎
物归原主,拾带重还
莺啼燕语,桃红柳绿
滋事,闯祸
众目共睹,众目具瞻
唠叨,絮聒
发烧,发热
原籍,本籍
悬剑空垄,松枝挂剑
怜贫恤老,怜贫惜老
身心交瘁,积劳成疾
爱抚,抚摸
连宵彻曙,连宵达旦
向导,导游
剃头,剪发
响应,相应
形影相依,形影相附
含笑,浅笑
狭小,褊狭
影迹,踪影
坐吃山空,坐食山空
免罪,赦罪
以义割恩,以义断恩
官厅,衙门
败国亡家,败国丧家
规行矩步,规行矩止
时代,年代
凄冷,凄沧
年事,年级
部队,队列
今生,现世
拿糖作醋,拿班做势
驻景,驻颜
影戏,电影
木排,木筏
卑礼厚币,卑辞重币
西装,西服
电板,电池
心曲,衷曲
化险为夷,虎口脱险
柔和,轻柔
宝马,良马
宽免,宽贷
宽猛并济,宽猛并济
网开三面,网开一面
望断白云,白云孤飞
旧梦重温,重温旧梦
谬爱,错爱
剖白,辨白
醉态,醉意
大放厥辞,大放厥词
广播,播送
奸臣,奸贼
衅发萧墙,衅起萧墙
乡下,乡间
潜濡默被,潜濡默化
混水摸鱼,乘人之危
提防,谨防
百无禁忌,童言无忌
掷地金声,掷地赋声
书札,书简
互通有无,投桃报李
聘用,遴聘
救过不暇,救过不赡
成衣,裁缝
破涕为笑,转悲为喜
老妇,老媪
裕如,余裕
鳞萃比栉,鳞次相比
死人,逝者
鱼惊鸟散,鱼溃鸟离
不伤脾胃,惠而不费
大处落墨,大处着眼
目牛无全,目无全牛
野草闲花,闲花野草
口诛笔伐,笔诛墨伐
偃旗卧鼓,偃旗仆鼓
忌讳,避忌
顺口,顺溜
闲情逸趣,高情逸兴
修为,修持
